T(K);T1(s);fr(MHz);r;y0;s;dT1;popts0;popts1;popts2;popts3;integral left;integral right;SHL;phase;mirroring;TAU(us);D1(us);D2(us);D3(us);D9(ms);NS
200.0;0.03214684094387533;56.16;0.8378691199301569;760.7803230732602;0.47943747124896485;0.0008931549693592597;0.03214684094387533;760.7803230732602;0.47943747124896485;0.8378691199301569;4091;4101;354;1.3981230727253966;True;100.0;9.0;14.0;25.0;500;128
205.0;0.0327070436478111;56.16;0.837678063394049;870.1846328623623;0.46619878995110575;0.0008361405050783663;0.0327070436478111;870.1846328623623;0.46619878995110575;0.837678063394049;4090;4102;354;1.1685937037321152;True;100.0;9.0;14.0;25.0;500;128
210.0;0.032545562235564936;56.16;0.8333127020092206;774.7888341663148;0.4756863915526851;0.0007003080901577715;0.032545562235564936;774.7888341663148;0.4756863915526851;0.8333127020092206;4090;4101;354;1.1924683741845086;True;100.0;9.0;14.0;25.0;500;128
215.0;0.03588865167747618;56.16;0.8668733170955937;749.8678418551997;0.45955121062793036;0.0009472894741276503;0.03588865167747618;749.8678418551997;0.45955121062793036;0.8668733170955937;4090;4101;352;1.1830318542221585;True;100.0;9.0;14.0;25.0;500;128
220.0;0.03607104009073313;56.16;0.852610467420396;736.5470717841168;0.4651755903986926;0.0010492927251445994;0.03607104009073313;736.5470717841168;0.4651755903986926;0.852610467420396;4090;4101;352;1.233188758975253;True;100.0;9.0;14.0;25.0;500;128
225.0;0.037174005849094305;56.16;0.8439416784030551;720.176986204834;0.4583808438062091;0.001152468824809369;0.037174005849094305;720.176986204834;0.4583808438062091;0.8439416784030551;4090;4101;353;1.1998979821107716;True;100.0;9.0;14.0;25.0;500;128
230.0;0.03811915363144731;56.16;0.8096722587916335;702.8491149148482;0.47213559114476555;0.0009592713670421392;0.03811915363144731;702.8491149148482;0.47213559114476555;0.8096722587916335;4090;4101;352;1.2142555448944754;True;100.0;9.0;14.0;25.0;500;128
235.0;0.03824593566763101;56.16;0.8180256662975482;681.4398687484802;0.4729362657986938;0.0013065486877853467;0.03824593566763101;681.4398687484802;0.4729362657986938;0.8180256662975482;4090;4101;352;1.2857972700118867;True;100.0;9.0;14.0;25.0;500;128
240.0;0.03951695168011669;56.16;0.8756396725352712;676.2815816128957;0.46922462925175196;0.0012154738385381032;0.03951695168011669;676.2815816128957;0.46922462925175196;0.8756396725352712;4090;4101;352;1.3135072084322794;True;100.0;9.0;14.0;25.0;500;128
245.0;0.03956281041899274;56.16;0.8619110982060908;642.3357458078223;0.465532686853046;0.0010269219682284172;0.03956281041899274;642.3357458078223;0.465532686853046;0.8619110982060908;4090;4101;351;1.2756724555730625;True;100.0;9.0;14.0;25.0;500;128
250.0;0.042168524345108996;56.16;0.8425788234801499;636.5355059104913;0.44663118884204933;0.000987783522604527;0.042168524345108996;636.5355059104913;0.44663118884204933;0.8425788234801499;4090;4101;350;1.209852274471077;True;100.0;9.0;14.0;25.0;500;128
